date,city,aqi,dominant_pollutant
2026-07-28T00:00:00+05:30,Mumbai,75,pm10
2026-07-29T00:00:00+05:30,Delhi,78,pm10
2026-07-29T00:00:00+05:30,Mumbai,83,pm10
2026-07-30T00:00:00+05:30,Delhi,93,pm10
2026-08-01T00:00:00+05:30,Delhi,94,pm10
2026-08-02T00:00:00+05:30,Delhi,64,pm10
2026-08-03T00:00:00+05:30,Delhi,76,pm10
2026-08-04T00:00:00+05:30,Delhi,46,pm10
2026-08-04T00:00:00+05:30,Mumbai,51,pm10
2026-08-05T00:00:00+05:30,Delhi,86,pm10
2026-08-05T00:00:00+05:30,Mumbai,51,pm10
2026-08-06T00:00:00+05:30,Delhi,49,pm10
2026-08-06T00:00:00+05:30,Mumbai,57,pm10
2026-08-07T00:00:00+05:30,Delhi,53,pm10
2026-08-07T00:00:00+05:30,Mumbai,58,pm10
2026-08-08T00:00:00+05:30,Delhi,61,pm25
2026-08-08T00:00:00+05:30,Mumbai,66,pm10
2026-08-09T00:00:00+05:30,Delhi,80,pm10
2026-08-09T00:00:00+05:30,Mumbai,63,pm10
2026-08-10T00:00:00+05:30,Delhi,81,co
2026-08-10T00:00:00+05:30,Mumbai,52,pm10
2026-08-11T00:00:00+05:30,Delhi,85,co
2026-08-11T00:00:00+05:30,Mumbai,39,pm10
2026-08-12T00:00:00+05:30,Delhi,119,pm25
2026-08-12T00:00:00+05:30,Mumbai,47,pm10
2026-08-13T00:00:00+05:30,Delhi,102,pm10
2026-08-13T00:00:00+05:30,Mumbai,49,pm10
2026-08-14T00:00:00+05:30,Delhi,98,pm10
2026-08-14T00:00:00+05:30,Mumbai,60,pm10
2026-08-15T00:00:00+05:30,Delhi,112,pm10
2026-08-15T00:00:00+05:30,Mumbai,29,so2
2026-08-16T00:00:00+05:30,Delhi,104,pm10
2026-08-16T00:00:00+05:30,Mumbai,43,pm10
2026-08-17T00:00:00+05:30,Delhi,106,pm10
2026-08-17T00:00:00+05:30,Mumbai,53,pm10
2026-08-18T00:00:00+05:30,Delhi,111,pm10
2026-08-18T00:00:00+05:30,Mumbai,48,pm10
2026-08-19T00:00:00+05:30,Delhi,117,pm10
2026-08-19T00:00:00+05:30,Mumbai,49,pm10
2026-08-20T00:00:00+05:30,Delhi,119,pm10
2026-08-20T00:00:00+05:30,Mumbai,43,pm10
2026-08-21T00:00:00+05:30,Delhi,123,pm10
2026-08-21T00:00:00+05:30,Mumbai,57,pm10
2026-08-22T00:00:00+05:30,Delhi,102,pm10
2026-08-22T00:00:00+05:30,Mumbai,54,pm10
2026-08-23T00:00:00+05:30,Delhi,97,pm10
2026-08-23T00:00:00+05:30,Mumbai,44,pm10
2026-08-24T00:00:00+05:30,Delhi,109,pm10
2026-08-24T00:00:00+05:30,Mumbai,43,pm10
2026-08-25T00:00:00+05:30,Delhi,94,pm25
2026-08-25T00:00:00+05:30,Mumbai,51,pm10
2026-08-26T00:00:00+05:30,Delhi,129,pm25
2026-08-26T00:00:00+05:30,Mumbai,52,pm10
2026-08-27T00:00:00+05:30,Delhi,118,pm10
2026-08-27T00:00:00+05:30,Mumbai,46,pm10
2026-08-28T00:00:00+05:30,Delhi,147,pm10
2026-08-28T00:00:00+05:30,Mumbai,34,pm10
2026-08-29T00:00:00+05:30,Delhi,108,pm10
2026-08-29T00:00:00+05:30,Mumbai,32,pm10
2026-08-30T00:00:00+05:30,Delhi,144,pm10
2026-08-30T00:00:00+05:30,Mumbai,29,so2
2026-08-31T00:00:00+05:30,Delhi,126,pm10
2026-08-31T00:00:00+05:30,Mumbai,29,so2
2026-09-01T00:00:00+05:30,Delhi,119,pm10
2026-09-01T00:00:00+05:30,Mumbai,29,so2
2026-09-02T00:00:00+05:30,Delhi,88,pm10
2026-09-02T00:00:00+05:30,Mumbai,29,so2
2026-09-03T00:00:00+05:30,Delhi,78,pm10
2026-09-03T00:00:00+05:30,Mumbai,29,so2
2026-09-04T00:00:00+05:30,Delhi,70,pm10
2026-09-04T00:00:00+05:30,Mumbai,29,so2
2026-09-05T00:00:00+05:30,Delhi,55,co
2026-09-05T00:00:00+05:30,Mumbai,29,so2
2026-09-06T00:00:00+05:30,Delhi,75,pm10
2026-09-06T00:00:00+05:30,Mumbai,29,so2
2026-09-07T00:00:00+05:30,Delhi,115,pm10
2026-09-07T00:00:00+05:30,Mumbai,29,so2
